sale_date,store_id,product_id,units_sold,revenue
2025-12-04,S037,P002,19,46.96
2025-12-04,S008,P003,4,9.59
2025-12-04,S008,P022,13,12.85
2025-12-04,S008,P024,2,9.96
2025-12-04,S008,P018,17,32.6
2025-12-04,S008,P005,16,34.43
2025-12-04,S008,P012,10,23.28
2025-12-04,S004,P002,1,2.3
2025-12-04,S004,P022,2,1.93
2025-12-04,S004,P014,2,6.45
2025-12-04,S036,P008,9,17.79
2025-12-04,S036,P018,12,23.45
2025-12-04,S036,P007,10,19.7
2025-12-04,S036,P002,14,32.91
2025-12-04,S036,P005,3,6.65
2025-12-04,S036,P017,7,11.96
2025-12-04,S033,P002,13,30.84
2025-12-04,S033,P012,10,24.41
2025-12-04,S033,P021,14,65.53
2025-12-04,S033,P022,7,6.88
2025-12-04,S033,P013,19,51.13
2025-12-04,S033,P017,5,8.42
2025-12-04,S013,P021,5,23.71
2025-12-04,S013,P003,3,6.98
2025-12-04,S013,P015,7,13.78
2025-12-04,S013,P012,10,24.72
2025-12-04,S013,P018,10,19.84
2025-12-04,S049,P024,10,48.72
2025-12-04,S049,P025,17,65.4
2025-12-04,S049,P016,10,19.16
2025-12-04,S035,P010,12,23.84
2025-12-04,S035,P009,19,35.75
2025-12-04,S035,P012,7,16.61
2025-12-04,S035,P017,10,16.49
2025-12-04,S035,P016,13,24.21
2025-12-04,S010,P013,10,27.5
2025-12-04,S010,P019,16,31.16
2025-12-04,S010,P008,10,19.45
2025-12-04,S010,P016,13,25.64
2025-12-04,S011,P017,3,5.12
2025-12-04,S011,P002,6,13.93
2025-12-04,S011,P003,8,18.92
2025-12-04,S021,P022,10,9.53
2025-12-04,S021,P016,10,18.76
2025-12-04,S021,P001,21,50.93
2025-12-04,S021,P023,5,11.55
2025-12-04,S021,P018,5,9.65
2025-12-04,S021,P021,11,51.67
2025-12-04,S034,P003,7,17.19
2025-12-04,S034,P012,4,9.85
2025-12-04,S034,P013,2,5.3
2025-12-04,S034,P015,12,21.99
2025-12-04,S034,P019,5,9.83
2025-12-04,S034,P008,12,23.61
2025-12-05,S034,P022,2,1.96
2025-12-05,S034,P009,2,3.85
2025-12-05,S034,P018,17,31.93
2025-12-05,S003,P019,11,21.43
2025-12-05,S003,P013,4,11.14
2025-12-05,S003,P022,2,1.86
2025-12-05,S003,P018,3,5.86
2025-12-05,S015,P025,14,53.86
2025-12-05,S015,P011,13,20.14
2025-12-05,S015,P001,10,24.14
2025-12-05,S015,P021,10,46.24
2025-12-05,S015,P009,5,9.78
2025-12-05,S015,P015,6,11.29
2025-12-05,S014,P003,14,32.82
2025-12-05,S014,P001,4,9.51
2025-12-05,S014,P010,17,31.19
2025-12-05,S045,P018,1,1.89
2025-12-05,S045,P003,4,9.61
2025-12-05,S045,P020,9,37.73
2025-12-05,S045,P011,11,16.47
2025-12-05,S045,P013,9,23.23
2025-12-05,S037,P009,12,23.35
2025-12-05,S037,P014,17,55.51
2025-12-05,S037,P010,3,5.5
2025-12-05,S037,P016,12,23.15
2025-12-05,S037,P003,11,26.14
2025-12-05,S037,P012,5,12.05
2025-12-05,S031,P016,10,19.41
2025-12-05,S031,P011,21,32.81
2025-12-05,S031,P006,11,32.41
2025-12-05,S031,P013,12,33.3
2025-12-05,S018,P019,2,3.81
2025-12-05,S018,P018,7,13.14
2025-12-05,S018,P006,4,11.76
2025-12-05,S018,P022,16,14.75
2025-12-05,S049,P008,17,31.32
2025-12-05,S049,P009,17,32.57
2025-12-05,S049,P022,15,14.6
2025-12-05,S049,P005,14,31.58
2025-12-05,S049,P023,3,7.02
2025-12-06,S011,P009,23,44.63
2025-12-06,S011,P008,10,18.93
2025-12-06,S011,P017,17,30.42
2025-12-06,S042,P004,14,33.34
2025-12-06,S042,P010,10,18.86
2025-12-06,S042,P014,6,20.43
2025-12-06,S042,P003,11,25.3
2025-12-06,S042,P025,4,15.12
2025-12-06,S042,P005,6,12.82
2025-12-06,S040,P017,23,38.64
2025-12-06,S040,P006,18,50.32
2025-12-06,S040,P018,17,33.12
2025-12-06,S040,P011,9,13.66
2025-12-06,S003,P023,5,12.25
2025-12-06,S003,P007,8,14.9
2025-12-06,S003,P009,5,9.84
2025-12-06,S037,P020,19,82.7
2025-12-06,S037,P013,17,45.87
2025-12-06,S037,P019,6,11.21
2025-12-06,S037,P004,5,12.14
2025-12-06,S037,P012,20,48.19
2025-12-06,S049,P014,8,26.0
2025-12-06,S049,P006,18,52.18
2025-12-06,S049,P016,20,38.16
2025-12-06,S049,P021,11,54.73
2025-12-06,S049,P018,24,45.5
2025-12-06,S049,P024,20,98.52
2025-12-06,S044,P006,3,8.64
2025-12-06,S044,P003,10,24.03
2025-12-06,S044,P019,21,38.83
2025-12-06,S044,P001,5,11.99
2025-12-06,S044,P008,16,31.22
2025-12-06,S044,P010,20,39.77
2025-12-06,S045,P024,9,44.91
2025-12-06,S045,P021,17,83.89
2025-12-06,S045,P025,4,15.95
2025-12-06,S026,P007,19,36.63
2025-12-06,S026,P024,14,65.05
2025-12-06,S026,P019,11,21.55
2025-12-06,S026,P023,16,38.56
2025-12-06,S022,P011,15,22.92
2025-12-06,S022,P023,4,9.76
2025-12-06,S022,P010,23,45.74
2025-12-06,S022,P019,8,14.82
2025-12-06,S028,P023,17,40.9
2025-12-06,S028,P011,13,19.64
2025-12-06,S028,P008,5,9.85
2025-12-06,S028,P025,4,15.64
2025-12-06,S007,P015,5,9.52
2025-12-06,S007,P016,19,37.19
2025-12-06,S007,P011,14,21.24
2025-12-06,S007,P019,9,16.94
2025-12-06,S007,P001,12,28.87
2025-12-06,S001,P011,1,1.57
2025-12-06,S001,P022,19,18.8
2025-12-06,S001,P002,15,36.42
2025-12-06,S001,P023,9,21.16
2025-12-06,S001,P004,9,21.26
2025-12-06,S001,P015,4,7.9
2025-12-07,S004,P007,7,13.39
2025-12-07,S004,P016,14,27.18
2025-12-07,S004,P003,8,19.0
2025-12-07,S026,P016,5,9.24
2025-12-07,S026,P003,13,30.56
2025-12-07,S026,P008,20,39.01
2025-12-07,S026,P013,8,21.74
2025-12-07,S041,P017,8,14.0
2025-12-07,S041,P019,9,17.36
2025-12-07,S041,P001,24,55.39
2025-12-07,S020,P005,15,32.78
2025-12-07,S020,P025,6,23.26
2025-12-07,S020,P004,11,26.51
2025-12-07,S045,P025,10,38.33
2025-12-07,S045,P023,15,34.53
2025-12-07,S045,P001,11,25.45
2025-12-07,S045,P022,23,21.08
2025-12-07,S045,P010,3,5.94
2025-12-07,S015,P013,10,27.8
2025-12-07,S015,P019,3,5.52
2025-12-07,S015,P014,10,34.68
2025-12-07,S015,P012,17,41.07
2025-12-07,S028,P014,6,19.78
2025-12-07,S028,P023,28,69.58
2025-12-07,S028,P013,7,18.58
2025-12-07,S028,P003,4,9.51
2025-12-07,S028,P021,8,37.0
2025-12-07,S028,P018,14,27.0
2025-12-07,S042,P010,6,11.66
2025-12-07,S042,P022,1,0.99
2025-12-07,S042,P024,22,108.22
2025-12-07,S006,P006,14,38.91
2025-12-07,S006,P012,2,4.75
2025-12-07,S006,P005,16,35.8
2025-12-07,S006,P024,4,19.18
2025-12-07,S006,P025,3,11.56
2025-12-07,S007,P006,5,14.36
2025-12-07,S007,P009,4,7.33
2025-12-07,S007,P025,3,11.38
2025-12-07,S007,P004,6,14.89
2025-12-07,S007,P019,3,5.93
2025-12-08,S015,P013,12,31.63
2025-12-08,S015,P003,4,9.17
2025-12-08,S015,P015,6,11.73
2025-12-08,S021,P015,9,17.26
2025-12-08,S021,P012,7,17.34
2025-12-08,S021,P019,1,1.89
2025-12-08,S021,P016,2,3.66
2025-12-08,S016,P024,8,39.8
2025-12-08,S016,P025,6,22.2
2025-12-08,S016,P010,11,21.05
2025-12-08,S016,P004,12,29.28
2025-12-08,S016,P007,5,9.66
2025-12-08,S016,P017,10,17.28
2025-12-08,S027,P022,15,14.54
2025-12-08,S027,P005,11,23.65
2025-12-08,S027,P008,6,11.72
2025-12-08,S027,P010,3,5.57
2025-12-08,S027,P009,14,25.9
2025-12-08,S027,P011,16,23.83
2025-12-08,S049,P015,13,25.24
2025-12-08,S049,P009,2,3.93
2025-12-08,S049,P004,4,9.36
2025-12-08,S049,P003,12,27.61
2025-12-08,S049,P006,9,26.89
2025-12-08,S018,P013,6,15.54
2025-12-08,S018,P015,4,7.36
2025-12-08,S018,P018,7,13.73
2025-12-08,S005,P022,2,1.83
2025-12-08,S005,P021,18,83.3
2025-12-08,S005,P003,9,22.31
2025-12-08,S005,P019,2,3.84
2025-12-08,S005,P009,13,24.59
2025-12-08,S037,P006,19,52.42
2025-12-08,S037,P012,9,21.51
2025-12-08,S037,P007,12,22.5
2025-12-08,S037,P025,5,19.38
2025-12-08,S037,P009,15,29.84
2025-12-08,S037,P021,2,9.81
2025-12-08,S024,P016,11,20.45
2025-12-08,S024,P018,12,22.03
2025-12-08,S024,P012,7,17.42
2025-12-08,S024,P019,16,30.78
2025-12-08,S024,P017,11,18.27
2025-12-08,S008,P009,9,17.89
2025-12-08,S008,P018,12,23.57
2025-12-08,S008,P024,5,24.14
2025-12-08,S008,P002,16,36.74
2025-12-08,S033,P019,8,14.69
2025-12-08,S033,P005,2,4.29
2025-12-08,S033,P007,17,32.02
2025-12-08,S033,P016,9,16.97
2025-12-08,S033,P018,8,15.72
2025-12-08,S004,P002,6,14.76
2025-12-08,S004,P001,16,37.84
2025-12-08,S004,P005,14,30.36
2025-12-08,S004,P019,9,16.7
2025-12-08,S004,P023,17,42.2
2025-12-08,S012,P006,9,26.51
